SNP_ID	Chromosome Number	Chromosome Position	Genes	DiseaseTrait	AF	GT_00	GT_01	GT_10	GT_11
rs6695346	1	3936886	No gene information found	No associated clinical information for this SNP	0.3054989816700611	0.1313645621181262	0.0496435845213849	0.160386965376782	0.0038187372708757
rs12724233	1	3942772	LINC01346	No associated clinical information for this SNP	0.2445264765784114	0.0880855397148676	0.0829938900203666	0.1272912423625254	0.0137474541751527
rs10737395	1	3947498	LINC01345;LINC01346	No associated clinical information for this SNP	0.1036150712830957	0.1364562118126273	0.0442973523421588	0.0656822810590631	0.0040733197556008
rs4378174	1	4020825	No gene information found	No associated clinical information for this SNP	0.1934826883910387	0.1336558044806517	0.0478615071283095	0.1178716904276985	0.0033095723014256
rs7418256	1	4024244	No gene information found	No associated clinical information for this SNP	0.5087830957230143	0.0481160896130346	0.0947046843177189	0.1998472505091649	0.0420061099796334
rs12080516	1	4029553	No gene information found	No associated clinical information for this SNP	0.2394348268839103	0.1321283095723014	0.0488798370672097	0.1227087576374745	0.0038187372708757
rs12036953	1	4044697	No gene information found	No associated clinical information for this SNP	0.1909368635437882	0.1145621181262729	0.0621181262729124	0.1171079429735234	0.0081466395112016
rs12749761	1	4051127	No gene information found	No associated clinical information for this SNP	0.1682790224032586	0.1173625254582484	0.0605906313645621	0.0941955193482688	0.0068737270875763
rs4481820	1	4092868	No gene information found	No associated clinical information for this SNP	0.2808044806517311	0.0906313645621181	0.0784114052953156	0.140020366598778	0.0157841140529531
rs10915434	1	4114056	No gene information found	No associated clinical information for this SNP	0.2967158859470468	0.120162932790224	0.0582993890020366	0.1463849287169042	0.0063645621181262
rs11808881	1	4140777	No gene information found	No associated clinical information for this SNP	0.0514256619144602	0.1817718940936863	0.0030549898167006	0.0445519348268839	0.0063645621181262
rs9426471	1	4146150	No gene information found	No associated clinical information for this SNP	0.2558553971486761	0.1191446028513238	0.0562627291242362	0.1621690427698574	0.0094195519348268
rs11579829	1	4222726	No gene information found	No associated clinical information for this SNP	0.2470723014256619	0.0990325865580448	0.0712830957230142	0.1476578411405295	0.0145112016293279
rs7517989	1	4239667	No gene information found	No associated clinical information for this SNP	0.1438391038696537	0.1407841140529531	0.0425152749490835	0.1018329938900203	0.0015274949083503
rs6426408	1	4240746	No gene information found	No associated clinical information for this SNP	0.1448574338085539	0.1410386965376782	0.0422606924643584	0.1023421588594704	0.0015274949083503
rs10799220	1	4263042	No gene information found	No associated clinical information for this SNP	0.1731160896130346	0.1407841140529531	0.0425152749490835	0.1097250509164969	0.0015274949083503
rs16838558	1	4283888	No gene information found	No associated clinical information for this SNP	0.0313136456211812	0.1848268839103869	0.025458248472505	0.030040733197556	0.0035641547861507
rs1495239	1	4310014	No gene information found	No associated clinical information for this SNP	0.1728615071283095	0.1423116089613034	0.0384419551934826	0.1132892057026476	0.0040733197556008
rs1353341	1	4312932	No gene information found	No associated clinical information for this SNP	0.0677189409368635	0.1710794297352342	0.0132382892057026	0.050152749490835	0.0005091649694501
rs3912751	1	4316756	No gene information found	Core binding factor acute myeloid leukemia	0.1570773930753564	0.1089613034623217	0.0674643584521385	0.0949592668024439	0.0084012219959266
rs639739	1	4329202	No gene information found	No associated clinical information for this SNP	0.1776985743380855	0.1479124236252545	0.0348778004073319	0.1071792260692464	0.0020366598778004
rs488256	1	4341503	No gene information found	No associated clinical information for this SNP	0.1942464358452138	0.1132892057026476	0.0595723014256619	0.1211812627291242	0.0119653767820773
rs16838750	1	4344284	No gene information found	No associated clinical information for this SNP	0.1496945010183299	0.1430753564154786	0.0381873727087576	0.0944501018329938	0.0035641547861507
rs1531328	1	4358104	No gene information found	No associated clinical information for this SNP	0.2240325865580448	0.1163441955193482	0.0580448065173116	0.1288187372708757	0.010437881873727
rs349394	1	4359394	No gene information found	No associated clinical information for this SNP	0.3981670061099796	0.0786659877800407	0.080193482688391	0.1863543788187372	0.0259674134419551
rs12025694	1	4360449	No gene information found	No associated clinical information for this SNP	0.1620417515274949	0.1433299389002036	0.0376782077393075	0.1023421588594704	0.0038187372708757
rs16838830	1	4380538	No gene information found	No associated clinical information for this SNP	0.0470977596741344	0.1845723014256619	0.000254582484725	0.0407331975560081	0.0094195519348268
rs239339	1	4384479	No gene information found	Obesity-related traits	0.1458757637474541	0.1255091649694501	0.0539714867617108	0.0916496945010183	0.005346232179226
rs10915522	1	4396073	No gene information found	No associated clinical information for this SNP	0.0323319755600814	0.1715885947046843	0.0124745417515274	0.0198574338085539	0.0007637474541751
rs16838950	1	4401194	No gene information found	No associated clinical information for this SNP	0.1995926680244399	0.1726069246435845	0.0119653767820773	0.1239816700610998	0.000254582484725
rs780586	1	4444867	No gene information found	No associated clinical information for this SNP	0.125	0.1537678207739307	0.0282586558044806	0.0931771894093686	0.0028004073319755
rs705685	1	4450780	No gene information found	No associated clinical information for this SNP	0.1527494908350305	0.1530040733197556	0.0290224032586558	0.1107433808553971	0.0028004073319755
rs11584026	1	4454393	No gene information found	No associated clinical information for this SNP	0.0763747454175152	0.1496945010183299	0.0328411405295315	0.055244399185336	0.0022912423625254
rs6426417	1	4476616	No gene information found	No associated clinical information for this SNP	0.3000254582484725	0.0980142566191446	0.0738289205702647	0.170061099796334	0.0129837067209775
rs1037800	1	4480735	No gene information found	No associated clinical information for this SNP	0.0846486761710794	0.1387474541751527	0.0422606924643584	0.0516802443991853	0.0038187372708757
rs350171	1	4484733	No gene information found	No associated clinical information for this SNP	0.0846486761710794	0.1270366598778004	0.0521894093686354	0.0430244399185336	0.0056008146639511
rs350165	1	4504624	No gene information found	No associated clinical information for this SNP	0.0973778004073319	0.1183808553971486	0.0582993890020366	0.0468431771894093	0.0081466395112016
rs4654552	1	4510922	No gene information found	No associated clinical information for this SNP	0.1241089613034623	0.1537678207739307	0.0292769857433808	0.0883401221995926	0.0017820773930753
rs12039682	1	4521170	No gene information found	No associated clinical information for this SNP	0.1430753564154786	0.1374745417515274	0.0432790224032586	0.0944501018329938	0.0040733197556008
rs12039710	1	4521278	No gene information found	No associated clinical information for this SNP	0.1430753564154786	0.1374745417515274	0.0432790224032586	0.0944501018329938	0.0040733197556008
rs16839306	1	4561615	No gene information found	No associated clinical information for this SNP	0.1143075356415478	0.1384928716904277	0.0425152749490835	0.0705193482688391	0.0038187372708757
rs977271	1	4565636	No gene information found	No associated clinical information for this SNP	0.0786659877800407	0.1591140529531568	0.0249490835030549	0.0580448065173116	0.0007637474541751
rs10915566	1	4588720	LINC01646	No associated clinical information for this SNP	0.1867362525458248	0.1532586558044806	0.030040733197556	0.1326374745417515	0.0015274949083503
rs3896439	1	4608610	No gene information found	Dental caries	0.1381109979633401	0.1634419551934827	0.0211303462321792	0.0891038696537678	0.000254582484725
rs11587129	1	4671868	AJAP1	No associated clinical information for this SNP	0.3189918533604888	0.0893584521384928	0.0758655804480651	0.1611507128309572	0.0196028513238289
rs2071995	1	4678618	AJAP1	No associated clinical information for this SNP	0.1678971486761711	0.1489307535641547	0.0338594704684317	0.1196537678207739	0.0020366598778004
rs763238	1	4683644	AJAP1	No associated clinical information for this SNP	0.1496945010183299	0.110234215885947	0.0674643584521385	0.0873217922606924	0.0071283095723014
rs4654593	1	4709765	AJAP1	No associated clinical information for this SNP	0.1317464358452138	0.140274949083503	0.0417515274949083	0.0789205702647657	0.0028004073319755
rs3820253	1	4724824	AJAP1	No associated clinical information for this SNP	0.1597505091649694	0.1568228105906313	0.0277494908350305	0.0995417515274949	0.000254582484725
rs242050	1	4729119	AJAP1	No associated clinical information for this SNP	0.1090885947046843	0.1092158859470468	0.0697556008146639	0.0570264765784114	0.0058553971486761
rs4654598	1	4744282	AJAP1	No associated clinical information for this SNP	0.1554226069246435	0.0992871690427698	0.0712830957230142	0.0776476578411405	0.0142566191446028
rs428001	1	4754340	AJAP1	No associated clinical information for this SNP	0.3155549898167006	0.0921588594704684	0.0794297352342158	0.1435845213849287	0.0132382892057026
rs2743979	1	4765092	AJAP1	No associated clinical information for this SNP	0.2494908350305499	0.0977596741344195	0.0748472505091649	0.140020366598778	0.0122199592668024
rs3766977	1	4773438	AJAP1	No associated clinical information for this SNP	0.1796079429735234	0.125	0.0534623217922606	0.1071792260692464	0.0063645621181262
rs414909	1	4778181	AJAP1	No associated clinical information for this SNP	0.1960285132382892	0.1130346232179226	0.0618635437881873	0.1219450101832993	0.0099287169042769
rs9426506	1	4784316	AJAP1	No associated clinical information for this SNP	0.2659114052953157	0.0997963340122199	0.0710285132382892	0.1509674134419552	0.0140020366598778
rs12026226	1	4827850	No gene information found	No associated clinical information for this SNP	0.0882128309572301	0.1634419551934827	0.0206211812627291	0.0697556008146639	0.0007637474541751
rs10915626	1	4846723	No gene information found	No associated clinical information for this SNP	0.2264511201629327	0.1731160896130346	0.0114562118126272	0.1425661914460285	0.000254582484725
rs4654465	1	4894715	No gene information found	No associated clinical information for this SNP	0.315173116089613	0.090122199592668	0.0768839103869653	0.1570773930753564	0.0178207739307535
rs4654468	1	4905571	No gene information found	No associated clinical information for this SNP	0.3929480651731161	0.0748472505091649	0.0873217922606924	0.1804989816700611	0.0226578411405295
rs10915670	1	4915357	No gene information found	No associated clinical information for this SNP	0.0967413441955193	0.1583503054989816	0.0259674134419551	0.0692464358452138	0.0005091649694501
rs12035499	1	4920632	No gene information found	No associated clinical information for this SNP	0.1544042769857433	0.1260183299389002	0.0529531568228105	0.0969959266802444	0.0058553971486761
rs12409253	1	4934392	No gene information found	No associated clinical information for this SNP	0.1307281059063136	0.1328920570264765	0.0481160896130346	0.0822301425661914	0.0038187372708757
rs12410485	1	4952295	No gene information found	No associated clinical information for this SNP	0.1760437881873727	0.134928716904277	0.045061099796334	0.1043788187372708	0.0048370672097759
rs12029491	1	4957592	No gene information found	No associated clinical information for this SNP	0.0897403258655804	0.1680244399185336	0.0168024439918533	0.0682281059063136	0.0114562118126272
rs6426375	1	4967419	No gene information found	No associated clinical information for this SNP	0.2317973523421588	0.1148167006109979	0.0621181262729124	0.1372199592668024	0.0078920570264765
rs10799149	1	4971319	No gene information found	No associated clinical information for this SNP	0.5575356415478615	0.0661914460285132	0.090376782077393	0.1558044806517311	0.0282586558044806
rs7365286	1	4987103	No gene information found	No associated clinical information for this SNP	0.269857433808554	0.0908859470468431	0.0761201629327902	0.1527494908350305	0.0178207739307535
rs1459765	1	5028002	No gene information found	No associated clinical information for this SNP	0.2020112016293279	0.1160896130346232	0.0598268839103869	0.1232179226069246	0.0089103869653767
rs1459761	1	5040631	No gene information found	No associated clinical information for this SNP	0.2795315682281059	0.0868126272912423	0.0791751527494908	0.1558044806517311	0.0188391038696537
rs2290849	1	5091185	No gene information found	No associated clinical information for this SNP	0.2281059063136456	0.0837576374745417	0.079938900203666	0.1298370672097759	0.0211303462321792
rs16840020	1	5134144	No gene information found	No associated clinical information for this SNP	0.4257892057026476	0.0814663951120163	0.0807026476578411	0.1896639511201629	0.0226578411405295
rs6681148	1	5140449	No gene information found	No associated clinical information for this SNP	0.057917515274949	0.1843177189409368	0.0005091649694501	0.0440427698574338	0.0145112016293279
rs12121369	1	5150064	No gene information found	No associated clinical information for this SNP	0.3678716904276985	0.0674643584521385	0.0896130346232179	0.1759164969450102	0.0277494908350305
rs10799174	1	5157584	No gene information found	No associated clinical information for this SNP	0.3457230142566191	0.0812118126272912	0.0819755600814663	0.1812627291242362	0.0216395112016293
rs6698702	1	5176050	No gene information found	No associated clinical information for this SNP	0.055244399185336	0.1580957230142566	0.02520366598778	0.035132382892057	0.0015274949083503
rs4641339	1	5183788	No gene information found	No associated clinical information for this SNP	0.1708248472505091	0.1481670061099796	0.0338594704684317	0.1209266802443991	0.0028004073319755
rs10492931	1	5187295	No gene information found	No associated clinical information for this SNP	0.4397912423625255	0.0695010183299389	0.0885947046843177	0.1917006109979633	0.0267311608961303
rs7528871	1	5199035	No gene information found	No associated clinical information for this SNP	0.1626782077393075	0.1084521384928716	0.0656822810590631	0.0919042769857433	0.0106924643584521
rs938962	1	5223882	No gene information found	No associated clinical information for this SNP	0.4740325865580448	0.0593177189409368	0.0898676171079429	0.2046843177189409	0.0356415478615071
rs4259664	1	5227048	No gene information found	No associated clinical information for this SNP	0.4212067209775967	0.1031059063136456	0.0705193482688391	0.1817718940936863	0.0112016293279022
rs2353169	1	5236784	No gene information found	No associated clinical information for this SNP	0.2670570264765784	0.0669551934826883	0.085030549898167	0.1255091649694501	0.0328411405295315
rs12026938	1	5238430	No gene information found	No associated clinical information for this SNP	0.0981415478615071	0.1563136456211812	0.0277494908350305	0.0745926680244399	0.0007637474541751
rs12135834	1	5249607	No gene information found	No associated clinical information for this SNP	0.3182281059063136	0.0463340122199592	0.0962321792260692	0.1372199592668024	0.0422606924643584
rs670971	1	5252248	No gene information found	No associated clinical information for this SNP	0.1538951120162932	0.1186354378818737	0.0577902240325865	0.0875763747454175	0.0084012219959266
rs6703948	1	5253385	No gene information found	No associated clinical information for this SNP	0.2545824847250509	0.1237270875763747	0.0521894093686354	0.1397657841140529	0.0089103869653767
rs630153	1	5261079	No gene information found	No associated clinical information for this SNP	0.3140274949083503	0.0865580448065173	0.0789205702647657	0.1667515274949083	0.0193482688391038
rs4847576	1	5275539	No gene information found	No associated clinical information for this SNP	0.2013747454175152	0.1614052953156823	0.0216395112016293	0.1341649694501018	0.0017820773930753
rs490606	1	5277784	No gene information found	No associated clinical information for this SNP	0.2064663951120162	0.1308553971486761	0.0493890020366598	0.1341649694501018	0.0045824847250509
rs10915403	1	5283496	No gene information found	No associated clinical information for this SNP	0.1862270875763747	0.1608961303462321	0.0221486761710794	0.1275458248472505	0.0017820773930753
rs7418357	1	5411457	No gene information found	No associated clinical information for this SNP	0.3132637474541752	0.0949592668024439	0.0781568228105906	0.1690427698574338	0.0117107942973523
rs3922826	1	5425117	No gene information found	No associated clinical information for this SNP	0.1895366598778004	0.1244908350305499	0.0547352342158859	0.125254582484725	0.0056008146639511
rs7415936	1	5431441	No gene information found	No associated clinical information for this SNP	0.4044042769857434	0.0949592668024439	0.0720468431771894	0.1873727087576374	0.0178207739307535
rs10907214	1	5444493	No gene information found	No associated clinical information for this SNP	0.2547097759674134	0.0781568228105906	0.085285132382892	0.1341649694501018	0.0213849287169042
rs9786944	1	5488452	No gene information found	No associated clinical information for this SNP	0.1564409368635438	0.1446028513238289	0.0358961303462321	0.0936863543788187	0.0043279022403258
rs1935762	1	5556770	No gene information found	No associated clinical information for this SNP	0.120417515274949	0.150458248472505	0.0325865580448065	0.0763747454175152	0.0017820773930753
rs12067065	1	5567226	No gene information found	No associated clinical information for this SNP	0.0224032586558044	0.1848268839103869	0.0180753564154786	0.0211303462321792	0.0028004073319755
rs4845835	1	5567852	No gene information found	No associated clinical information for this SNP	0.4021130346232179	0.0608452138492871	0.090376782077393	0.1886456211812627	0.0336048879837067
rs950601	1	5599527	No gene information found	No associated clinical information for this SNP	0.2293788187372708	0.0992871690427698	0.0766293279022403	0.1392566191446028	0.0089103869653767
rs707582	1	5611726	No gene information found	No associated clinical information for this SNP	0.4189154786150713	0.0476069246435845	0.0972505091649694	0.1919551934826883	0.039969450101833
rs11260662	1	5614984	No gene information found	No associated clinical information for this SNP	0.112652749490835	0.1362016293279022	0.0463340122199592	0.0776476578411405	0.0022912423625254
rs9439587	1	5619748	No gene information found	No associated clinical information for this SNP	0.1920824847250509	0.1130346232179226	0.0610997963340122	0.1239816700610998	0.0106924643584521
rs12143743	1	5623447	No gene information found	No associated clinical information for this SNP	0.1383655804480651	0.1229633401221995	0.0575356415478615	0.0870672097759674	0.0043279022403258
rs12145625	1	5624728	No gene information found	No associated clinical information for this SNP	0.1895366598778004	0.1163441955193482	0.0613543788187372	0.1165987780040733	0.0071283095723014
rs17426695	1	5636365	No gene information found	No associated clinical information for this SNP	0.0245672097759674	0.1677698574338085	0.0170570264765784	0.0168024439918533	0.0007637474541751
rs1499395	1	5647878	No gene information found	No associated clinical information for this SNP	0.5520621181262729	0.0526985743380855	0.0898676171079429	0.1924643584521385	0.0422606924643584
rs709184	1	5649773	No gene information found	No associated clinical information for this SNP	0.1331466395112016	0.1346741344195519	0.0448065173116089	0.0837576374745417	0.005346232179226
rs1763321	1	5657888	No gene information found	No associated clinical information for this SNP	0.3697810590631364	0.0661914460285132	0.0911405295315682	0.1720977596741344	0.0274949083503055
rs4433399	1	5751064	No gene information found	Response to radiotherapy in nasopharyngeal carcinoma (acute oral mucositis)	0.2578920570264765	0.1474032586558044	0.0341140529531568	0.1494399185336049	0.0033095723014256
rs12063117	1	5765339	No gene information found	No associated clinical information for this SNP	0.0283859470468431	0.1848268839103869	0.0292769857433808	0.0234215885947046	0.0020366598778004
rs7522874	1	5786347	No gene information found	No associated clinical information for this SNP	0.1261456211812627	0.1695519348268839	0.015020366598778	0.0878309572301425	0.000254582484725
rs11586334	1	5898349	NPHP4	No associated clinical information for this SNP	0.1097250509164969	0.1346741344195519	0.0455702647657841	0.0712830957230142	0.0045824847250509
rs7549324	1	5921984	NPHP4	No associated clinical information for this SNP	0.4666496945010183	0.0593177189409368	0.0913951120162932	0.1782077393075356	0.0341140529531568
rs10492950	1	5946512	NPHP4	No associated clinical information for this SNP	0.0449338085539714	0.1771894093686354	0.0076374745417515	0.0356415478615071	0.005091649694501
rs12142270	1	5986204	NPHP4	No associated clinical information for this SNP	0.0352596741344195	0.1771894093686354	0.0076374745417515	0.0282586558044806	0.0030549898167006
rs11121065	1	6028304	KCNAB2	No associated clinical information for this SNP	0.1647148676171079	0.1591140529531568	0.025458248472505	0.1191446028513238	0.000254582484725
rs3789553	1	6057111	KCNAB2	No associated clinical information for this SNP	0.3658350305498982	0.1031059063136456	0.0733197556008146	0.1759164969450102	0.0084012219959266
rs1064721	1	6221317	ICMT	No associated clinical information for this SNP	0.0798116089613034	0.175152749490835	0.0096741344195519	0.0646639511201629	0.0114562118126272
rs4908877	1	6313414	ACOT7	No associated clinical information for this SNP	0.0546079429735234	0.1507128309572301	0.0318228105906313	0.0318228105906313	0.0022912423625254
rs6696861	1	6319547	ACOT7	No associated clinical information for this SNP	0.1031059063136456	0.1756619144602851	0.0091649694501018	0.0738289205702647	0.0277494908350305
rs3789482	1	6337312	ACOT7	No associated clinical information for this SNP	0.2213594704684317	0.1290733197556008	0.0493890020366598	0.1232179226069246	0.0063645621181262
rs3827718	1	6350964	ACOT7	No associated clinical information for this SNP	0.0882128309572301	0.175152749490835	0.0094195519348268	0.065427698574338	0.000254582484725
rs3935435	1	6512115	PLEKHG5	No associated clinical information for this SNP	0.3112270875763747	0.0982688391038696	0.0745926680244399	0.1580957230142566	0.0119653767820773
rs11122083	1	6533472	NOL9	No associated clinical information for this SNP	0.1365835030549898	0.1456211812627291	0.0364052953156822	0.1008146639511201	0.0028004073319755
rs6679649	1	6546548	NOL9	No associated clinical information for this SNP	0.1852087576374745	0.1415478615071283	0.0407331975560081	0.130346232179226	0.0025458248472505
rs200447	1	6642091	DNAJC11	No associated clinical information for this SNP	0.1461303462321792	0.1278004073319755	0.050152749490835	0.0883401221995926	0.0068737270875763
rs11122115	1	6665367	DNAJC11	No associated clinical information for this SNP	0.1582230142566191	0.1275458248472505	0.05040733197556	0.0977596741344195	0.0068737270875763
rs277671	1	6711509	No gene information found	No associated clinical information for this SNP	0.1565682281059063	0.1272912423625254	0.05040733197556	0.0954684317718941	0.0071283095723014
rs277682	1	6725379	LINC01672	No associated clinical information for this SNP	0.1611507128309572	0.1209266802443991	0.0562627291242362	0.0954684317718941	0.0076374745417515
rs11590169	1	6726521	LINC01672	Height	0.0557535641547861	0.160386965376782	0.0239307535641547	0.0432790224032586	0.0005091649694501
rs12069069	1	6756629	No gene information found	No associated clinical information for this SNP	0.0431517311608961	0.1715885947046843	0.0127291242362525	0.0366598778004073	0.0005091649694501
rs11122141	1	6768230	No gene information found	No associated clinical information for this SNP	0.1270366598778004	0.1412932790224032	0.040224032586558	0.0860488798370672	0.0033095723014256
rs10864639	1	6786703	CAMTA1	No associated clinical information for this SNP	0.1237270875763747	0.1387474541751527	0.0420061099796334	0.0814663951120163	0.0040733197556008
rs659459	1	6813872	CAMTA1	No associated clinical information for this SNP	0.1932281059063136	0.0931771894093686	0.0784114052953156	0.1061608961303462	0.0132382892057026
rs12058103	1	6843539	CAMTA1	No associated clinical information for this SNP	0.2820773930753564	0.0992871690427698	0.0692464358452138	0.159877800407332	0.0162932790224032
rs6688732	1	6869700	CAMTA1	No associated clinical information for this SNP	0.2992617107942973	0.0919042769857433	0.0748472505091649	0.165224032586558	0.0180753564154786
rs1876848	1	6893615	CAMTA1	No associated clinical information for this SNP	0.2273421588594704	0.1211812627291242	0.0570264765784114	0.1415478615071283	0.0066191446028513
rs6577395	1	6931865	CAMTA1	No associated clinical information for this SNP	0.3730906313645621	0.0588085539714867	0.0939409368635438	0.1741344195519348	0.0320773930753564
rs12043302	1	6994964	CAMTA1	Gestational age at birth in labor-initiated deliveries (child effect)	0.15020366598778	0.1382382892057026	0.0427698574338085	0.0911405295315682	0.0038187372708757
rs4908432	1	7002824	CAMTA1	No associated clinical information for this SNP	0.1253818737270876	0.1267820773930753	0.0544806517311608	0.0776476578411405	0.0035641547861507
rs6702309	1	7019197	CAMTA1	No associated clinical information for this SNP	0.0899949083503055	0.1642057026476578	0.020112016293279	0.0712830957230142	0.0005091649694501
rs11809898	1	7019702	CAMTA1	No associated clinical information for this SNP	0.1415478615071283	0.1374745417515274	0.0440427698574338	0.0875763747454175	0.0033095723014256
rs4243823	1	7028795	CAMTA1	No associated clinical information for this SNP	0.5003818737270875	0.0478615071283095	0.0929226069246435	0.1906822810590631	0.0440427698574338
rs10864266	1	7030156	CAMTA1	No associated clinical information for this SNP	0.125	0.1280549898167006	0.0534623217922606	0.0784114052953156	0.0033095723014256
rs4074964	1	7045019	CAMTA1	No associated clinical information for this SNP	0.314918533604888	0.0847759674134419	0.0809572301425661	0.1708248472505091	0.0190936863543788
rs7536178	1	7067996	CAMTA1	No associated clinical information for this SNP	0.297479633401222	0.0865580448065173	0.0791751527494908	0.1659877800407332	0.0190936863543788
rs17030214	1	7081144	CAMTA1	No associated clinical information for this SNP	0.0445519348268839	0.1845723014256619	0.000254582484725	0.0384419551934826	0.0089103869653767
rs7544611	1	7088395	CAMTA1	No associated clinical information for this SNP	0.2366344195519348	0.105142566191446	0.0672097759674134	0.1438391038696537	0.0124745417515274
rs7532024	1	7119419	CAMTA1	Levodopa wearing off effect (time symptoms uncontrolled) in Parkinson's disease (response to zonisamide)	0.4018584521384928	0.0924134419551934	0.0717922606924643	0.1843177189409368	0.0206211812627291
rs4908600	1	7136599	CAMTA1	No associated clinical information for this SNP	0.200356415478615	0.0967413441955193	0.0748472505091649	0.1206720977596741	0.0132382892057026
rs6701870	1	7252198	CAMTA1	No associated clinical information for this SNP	0.1087067209775967	0.1817718940936863	0.0030549898167006	0.0835030549898167	0.0241853360488798
rs2071924	1	7292914	CAMTA1	No associated clinical information for this SNP	0.2507637474541752	0.0684826883910387	0.0880855397148676	0.130346232179226	0.0282586558044806
rs17350193	1	7294057	CAMTA1	No associated clinical information for this SNP	0.0299134419551934	0.1664969450101833	0.0175661914460285	0.015274949083503	0.0007637474541751
rs12402763	1	7315335	CAMTA1	No associated clinical information for this SNP	0.1391293279022403	0.1127800407331975	0.0621181262729124	0.0807026476578411	0.0099287169042769
rs2301462	1	7332534	CAMTA1	No associated clinical information for this SNP	0.5535896130346232	0.0636456211812627	0.0883401221995926	0.1682790224032586	0.0328411405295315
rs11120917	1	7418016	CAMTA1	No associated clinical information for this SNP	0.2557281059063136	0.0832484725050916	0.0809572301425661	0.1423116089613034	0.0206211812627291
rs6677745	1	7419994	CAMTA1	No associated clinical information for this SNP	0.2418533604887983	0.1181262729124236	0.0572810590631364	0.115071283095723	0.0094195519348268
rs11120921	1	7425246	CAMTA1	No associated clinical information for this SNP	0.160132382892057	0.1484215885947047	0.0338594704684317	0.1038696537678207	0.0025458248472505
rs1193220	1	7432205	CAMTA1	No associated clinical information for this SNP	0.5488798370672098	0.0585539714867617	0.0931771894093686	0.1881364562118126	0.0330957230142566
rs6678279	1	7480710	CAMTA1	No associated clinical information for this SNP	0.1125254582484725	0.1636965376782077	0.0208757637474541	0.0819755600814663	0.000254582484725
rs1193180	1	7508922	CAMTA1	No associated clinical information for this SNP	0.2534368635437882	0.0715376782077393	0.0875763747454175	0.1440936863543788	0.0257128309572301
